,book_id,RGB1,HSV1,RGB2,HSV2,RGB3,HSV3
206,18222556,"(203, 162, 171)","(173, 52, 203)","(70, 59, 93)","(130, 93, 93)","(57, 144, 194)","(101, 180, 194)"
207,18225037,"(230, 231, 234)","(113, 4, 234)","(91, 46, 47)","(179, 126, 91)","(167, 150, 147)","(5, 31, 167)"
208,18079712,"(225, 185, 53)","(23, 195, 225)","(246, 236, 181)","(25, 67, 246)","(121, 115, 23)","(28, 207, 121)"
209,8559036,"(239, 234, 115)","(29, 132, 239)","(153, 167, 100)","(36, 102, 167)","(87, 86, 38)","(29, 144, 87)"
210,17572879,"(96, 86, 76)","(15, 53, 96)","(138, 125, 113)","(14, 46, 138)","(201, 186, 171)","(15, 38, 201)"
211,12860772,"(238, 244, 243)","(85, 6, 244)","(194, 202, 195)","(64, 10, 202)","(160, 140, 124)","(13, 57, 160)"
212,13513080,"(217, 190, 5)","(26, 249, 217)","(13, 16, 7)","(40, 143, 16)","(145, 150, 72)","(32, 133, 150)"
213,7740753,"(71, 140, 167)","(98, 147, 167)","(174, 210, 205)","(86, 44, 210)","(25, 56, 73)","(101, 168, 73)"
214,7542823,"(63, 31, 24)","(5, 158, 63)","(125, 103, 75)","(17, 102, 125)","(198, 193, 160)","(26, 49, 198)"
215,24885878,"(24, 55, 82)","(104, 180, 82)","(201, 217, 239)","(107, 41, 239)","(64, 123, 168)","(103, 158, 168)"
216,21535019,"(242, 119, 18)","(14, 236, 242)","(222, 217, 212)","(15, 11, 222)","(46, 45, 50)","(126, 26, 50)"
217,317520,"(239, 230, 198)","(23, 44, 239)","(180, 159, 90)","(23, 128, 180)","(100, 95, 52)","(27, 122, 100)"
218,78960,"(135, 125, 104)","(20, 59, 135)","(61, 58, 62)","(143, 16, 62)","(219, 206, 139)","(25, 93, 219)"
219,25387393,"(148, 170, 178)","(98, 43, 178)","(185, 71, 87)","(176, 157, 185)","(65, 66, 87)","(119, 64, 87)"
220,25885733,"(81, 51, 47)","(4, 107, 81)","(46, 117, 147)","(99, 175, 147)","(196, 152, 128)","(11, 88, 196)"
221,31456,"(249, 247, 237)","(25, 12, 249)","(185, 181, 156)","(26, 40, 185)","(105, 57, 54)","(2, 124, 105)"
222,22521973,"(196, 112, 66)","(11, 169, 196)","(200, 198, 193)","(21, 9, 200)","(52, 47, 42)","(15, 49, 52)"
223,17718088,"(236, 73, 64)","(2, 186, 236)","(52, 23, 27)","(176, 142, 52)","(238, 183, 146)","(12, 99, 238)"
224,12630577,"(35, 132, 164)","(97, 201, 164)","(9, 76, 103)","(99, 233, 103)","(155, 204, 214)","(95, 70, 214)"
225,20518873,"(223, 94, 35)","(9, 215, 223)","(245, 210, 184)","(13, 63, 245)","(100, 121, 124)","(94, 49, 124)"
226,15766776,"(32, 37, 37)","(90, 34, 37)","(105, 115, 125)","(105, 41, 125)","(194, 185, 178)","(13, 21, 194)"
227,53496,"(52, 44, 45)","(176, 39, 52)","(81, 78, 135)","(122, 108, 135)","(141, 97, 66)","(12, 136, 141)"
228,24396876,"(99, 200, 192)","(88, 129, 200)","(31, 103, 132)","(99, 195, 132)","(196, 227, 178)","(49, 55, 227)"
229,233637,"(43, 54, 45)","(65, 52, 54)","(85, 103, 86)","(62, 45, 103)","(202, 215, 146)","(36, 82, 215)"
230,25785754,"(248, 247, 249)","(135, 2, 249)","(160, 144, 185)","(132, 57, 185)","(183, 94, 64)","(8, 166, 183)"
231,2325825,"(49, 35, 58)","(138, 101, 58)","(114, 99, 72)","(19, 94, 114)","(169, 157, 135)","(19, 51, 169)"
232,17910570,"(35, 53, 75)","(107, 136, 75)","(75, 109, 136)","(103, 114, 136)","(144, 178, 201)","(102, 72, 201)"
233,17349055,"(30, 27, 48)","(124, 112, 48)","(116, 80, 72)","(5, 97, 116)","(222, 179, 129)","(16, 107, 222)"
234,23281919,"(243, 211, 159)","(19, 88, 243)","(144, 26, 35)","(178, 209, 144)","(185, 134, 106)","(11, 109, 185)"
235,23309600,"(214, 208, 200)","(17, 17, 214)","(148, 137, 133)","(8, 26, 148)","(78, 52, 54)","(178, 85, 78)"
236,322343,"(233, 215, 99)","(26, 147, 233)","(152, 119, 82)","(16, 117, 152)","(218, 206, 178)","(21, 47, 218)"
237,125344,"(48, 46, 45)","(10, 16, 48)","(98, 90, 84)","(13, 36, 98)","(195, 160, 138)","(12, 75, 195)"
238,125336,"(155, 94, 73)","(8, 135, 155)","(223, 181, 135)","(16, 101, 223)","(76, 44, 32)","(8, 148, 76)"
239,363350,"(112, 85, 115)","(147, 67, 115)","(185, 166, 137)","(18, 66, 185)","(58, 48, 27)","(20, 136, 58)"
240,125333,"(39, 18, 56)","(137, 173, 56)","(111, 83, 100)","(162, 64, 111)","(229, 220, 220)","(0, 10, 229)"
241,7737900,"(43, 108, 131)","(98, 171, 131)","(30, 43, 68)","(110, 143, 68)","(139, 170, 165)","(85, 47, 170)"
242,967511,"(24, 25, 60)","(119, 153, 60)","(77, 77, 109)","(120, 75, 109)","(170, 176, 183)","(106, 18, 183)"
243,24774,"(25, 19, 37)","(130, 124, 37)","(117, 54, 70)","(172, 137, 117)","(224, 193, 199)","(174, 35, 224)"
244,16101115,"(42, 42, 39)","(30, 18, 42)","(98, 100, 93)","(39, 18, 100)","(151, 152, 145)","(34, 12, 152)"
245,22402972,"(8, 111, 120)","(92, 238, 120)","(147, 188, 82)","(42, 144, 188)","(136, 109, 155)","(138, 76, 155)"
246,3375373,"(174, 49, 50)","(0, 183, 174)","(243, 245, 242)","(50, 3, 245)","(234, 182, 62)","(21, 187, 234)"
247,682920,"(125, 153, 129)","(64, 47, 153)","(58, 99, 76)","(73, 106, 99)","(206, 41, 24)","(3, 225, 206)"
248,17350491,"(239, 229, 218)","(16, 22, 239)","(209, 168, 155)","(7, 66, 209)","(113, 46, 51)","(178, 151, 113)"
249,10353049,"(20, 13, 13)","(0, 89, 20)","(240, 230, 229)","(3, 12, 240)","(144, 119, 114)","(5, 53, 144)"
250,27414477,"(218, 225, 227)","(97, 10, 227)","(159, 157, 141)","(27, 29, 159)","(85, 91, 73)","(40, 50, 91)"
251,23300078,"(52, 104, 112)","(94, 137, 112)","(118, 180, 187)","(93, 94, 187)","(238, 242, 202)","(33, 42, 242)"
252,272343,"(46, 53, 60)","(105, 60, 60)","(223, 149, 122)","(8, 115, 223)","(93, 97, 105)","(110, 29, 105)"
253,7949530,"(246, 241, 185)","(28, 63, 246)","(117, 94, 35)","(22, 179, 117)","(161, 183, 145)","(47, 53, 183)"
254,25685479,"(61, 35, 54)","(158, 109, 61)","(103, 78, 122)","(137, 92, 122)","(177, 144, 164)","(162, 48, 177)"
255,25094569,"(55, 91, 85)","(85, 101, 91)","(107, 138, 107)","(60, 57, 138)","(192, 184, 100)","(27, 122, 192)"
256,108391,"(31, 30, 29)","(15, 16, 31)","(112, 109, 110)","(170, 7, 112)","(192, 190, 187)","(18, 7, 192)"
257,17262290,"(200, 222, 221)","(89, 25, 222)","(129, 151, 132)","(64, 37, 151)","(88, 104, 96)","(75, 39, 104)"
258,17349153,"(219, 213, 193)","(23, 30, 219)","(56, 57, 67)","(117, 42, 67)","(170, 146, 117)","(16, 80, 170)"
259,460087,"(200, 197, 200)","(150, 4, 200)","(98, 86, 71)","(17, 70, 98)","(152, 140, 113)","(21, 65, 152)"
260,22718717,"(208, 204, 191)","(23, 21, 208)","(58, 31, 20)","(9, 167, 58)","(145, 132, 115)","(17, 53, 145)"
261,26030734,"(21, 42, 30)","(73, 128, 42)","(108, 117, 99)","(45, 39, 117)","(208, 217, 208)","(60, 11, 217)"
262,13642591,"(117, 185, 168)","(82, 94, 185)","(50, 143, 141)","(89, 166, 143)","(198, 208, 175)","(39, 40, 208)"
263,826576,"(244, 162, 52)","(17, 201, 244)","(198, 166, 128)","(16, 90, 198)","(121, 76, 39)","(14, 173, 121)"
264,21839074,"(131, 131, 119)","(30, 23, 131)","(63, 54, 44)","(16, 77, 63)","(207, 210, 184)","(33, 32, 210)"
265,13528330,"(140, 52, 151)","(147, 167, 151)","(99, 51, 100)","(149, 125, 100)","(166, 150, 172)","(142, 33, 172)"
266,17239243,"(127, 129, 131)","(105, 8, 131)","(49, 85, 91)","(94, 118, 91)","(228, 213, 190)","(18, 42, 228)"
267,22747749,"(184, 171, 131)","(23, 73, 184)","(34, 52, 26)","(51, 127, 52)","(99, 107, 74)","(37, 79, 107)"
268,31213678,"(247, 248, 245)","(40, 3, 248)","(183, 200, 172)","(48, 36, 200)","(81, 93, 67)","(44, 71, 93)"
269,23653469,"(57, 65, 36)","(38, 114, 65)","(232, 229, 159)","(29, 80, 232)","(164, 163, 79)","(30, 132, 164)"
270,328802,"(245, 237, 243)","(158, 8, 245)","(188, 162, 147)","(11, 56, 188)","(54, 33, 31)","(3, 109, 54)"
271,15799165,"(205, 226, 248)","(105, 44, 248)","(124, 120, 124)","(150, 8, 124)","(174, 180, 191)","(109, 23, 191)"
272,15818082,"(84, 31, 18)","(6, 200, 84)","(156, 75, 34)","(10, 199, 156)","(223, 151, 83)","(15, 160, 223)"
273,13547802,"(195, 225, 234)","(97, 43, 234)","(207, 179, 146)","(16, 75, 207)","(80, 59, 65)","(171, 67, 80)"
274,11982396,"(53, 28, 53)","(150, 120, 53)","(243, 247, 247)","(90, 4, 247)","(238, 160, 58)","(17, 193, 238)"
275,4647043,"(77, 115, 97)","(76, 84, 115)","(28, 49, 43)","(81, 109, 49)","(158, 186, 161)","(63, 38, 186)"
276,22292490,"(11, 6, 5)","(5, 139, 11)","(199, 102, 79)","(6, 154, 199)","(239, 235, 232)","(13, 7, 239)"
277,18051269,"(205, 184, 162)","(15, 53, 205)","(157, 134, 110)","(15, 76, 157)","(72, 92, 64)","(51, 78, 92)"
278,29875411,"(250, 248, 243)","(21, 7, 250)","(206, 201, 145)","(28, 76, 206)","(108, 94, 69)","(19, 92, 108)"
279,25785698,"(75, 164, 161)","(89, 138, 164)","(30, 109, 101)","(87, 185, 109)","(179, 221, 217)","(87, 48, 221)"
280,22571259,"(5, 174, 204)","(94, 249, 204)","(4, 9, 11)","(99, 162, 11)","(165, 233, 210)","(80, 74, 233)"
281,17332435,"(132, 101, 73)","(14, 114, 132)","(47, 32, 25)","(10, 119, 47)","(185, 189, 183)","(50, 8, 189)"
282,16057548,"(244, 247, 245)","(70, 3, 247)","(198, 156, 112)","(15, 111, 198)","(97, 97, 68)","(30, 76, 97)"
283,25152641,"(52, 69, 128)","(113, 151, 128)","(236, 167, 131)","(10, 113, 236)","(159, 89, 129)","(163, 112, 159)"
284,25753092,"(225, 219, 176)","(26, 56, 225)","(185, 151, 89)","(19, 132, 185)","(59, 48, 32)","(18, 117, 59)"
285,22856146,"(107, 110, 105)","(48, 12, 110)","(192, 192, 185)","(30, 9, 192)","(34, 42, 40)","(83, 49, 42)"
286,125601,"(103, 64, 86)","(163, 97, 103)","(13, 126, 131)","(91, 230, 131)","(166, 159, 179)","(131, 28, 179)"
287,125562,"(26, 101, 129)","(98, 204, 129)","(89, 51, 46)","(3, 123, 89)","(181, 155, 116)","(18, 92, 181)"
288,21858566,"(214, 210, 197)","(23, 20, 214)","(85, 168, 173)","(92, 130, 173)","(69, 44, 40)","(4, 107, 69)"
289,12891160,"(101, 168, 198)","(99, 125, 198)","(229, 221, 143)","(27, 96, 229)","(68, 54, 44)","(13, 90, 68)"
290,295832,"(75, 34, 26)","(5, 167, 75)","(127, 69, 40)","(10, 175, 127)","(170, 114, 63)","(14, 161, 170)"
291,77393,"(145, 91, 51)","(13, 165, 145)","(183, 171, 121)","(24, 86, 183)","(77, 56, 25)","(18, 172, 77)"
292,428035,"(218, 229, 231)","(95, 14, 231)","(147, 158, 174)","(108, 40, 174)","(74, 88, 105)","(106, 75, 105)"
293,236056,"(182, 111, 94)","(6, 123, 182)","(46, 57, 80)","(110, 108, 80)","(79, 162, 126)","(77, 131, 162)"
294,161099,"(66, 43, 11)","(17, 212, 66)","(157, 137, 103)","(19, 88, 157)","(245, 233, 203)","(21, 44, 245)"
295,838892,"(106, 161, 232)","(107, 138, 232)","(125, 75, 114)","(157, 102, 125)","(242, 236, 190)","(27, 55, 242)"
296,607437,"(213, 210, 178)","(27, 42, 213)","(43, 52, 17)","(38, 172, 52)","(159, 137, 87)","(21, 115, 159)"
297,26482,"(18, 93, 143)","(102, 223, 143)","(195, 217, 228)","(100, 37, 228)","(107, 149, 158)","(95, 82, 158)"
298,28637460,"(227, 230, 231)","(98, 4, 231)","(142, 158, 173)","(105, 46, 173)","(88, 105, 132)","(108, 85, 132)"
299,15780279,"(38, 46, 70)","(113, 117, 70)","(142, 115, 108)","(6, 61, 142)","(226, 198, 153)","(18, 82, 226)"
300,77395,"(112, 143, 129)","(76, 55, 143)","(77, 72, 44)","(25, 109, 77)","(198, 198, 180)","(30, 23, 198)"
301,31932151,"(225, 219, 176)","(26, 56, 225)","(185, 150, 89)","(19, 132, 185)","(59, 49, 32)","(19, 117, 59)"
302,33282947,"(8, 157, 190)","(95, 244, 190)","(4, 25, 45)","(105, 232, 45)","(139, 211, 225)","(95, 97, 225)"
303,30555639,"(179, 191, 104)","(34, 116, 191)","(29, 68, 33)","(63, 146, 68)","(87, 112, 61)","(45, 116, 112)"
304,24633190,"(56, 100, 85)","(80, 112, 100)","(183, 210, 190)","(68, 33, 210)","(204, 155, 106)","(15, 123, 204)"
305,9951114,"(212, 44, 59)","(177, 202, 212)","(93, 33, 27)","(3, 181, 93)","(190, 172, 133)","(21, 76, 190)"
306,9475,"(67, 65, 66)","(165, 8, 67)","(75, 102, 127)","(104, 104, 127)","(153, 159, 135)","(38, 38, 159)"
307,18122693,"(41, 61, 69)","(99, 103, 69)","(66, 111, 127)","(98, 122, 127)","(146, 149, 108)","(32, 70, 149)"
308,17334271,"(32, 20, 19)","(2, 104, 32)","(75, 115, 137)","(101, 115, 137)","(205, 217, 205)","(60, 14, 217)"
309,16002008,"(190, 209, 190)","(60, 23, 209)","(225, 237, 241)","(98, 17, 241)","(173, 157, 117)","(21, 83, 173)"
310,18222557,"(197, 215, 206)","(75, 21, 215)","(88, 99, 64)","(39, 90, 99)","(54, 172, 204)","(96, 188, 204)"
311,26875552,"(170, 200, 178)","(68, 38, 200)","(210, 230, 218)","(72, 22, 230)","(122, 132, 92)","(38, 77, 132)"
312,23494321,"(6, 7, 5)","(45, 73, 7)","(63, 67, 58)","(43, 34, 67)","(145, 154, 136)","(45, 30, 154)"
313,814060,"(75, 67, 61)","(13, 48, 75)","(131, 121, 108)","(17, 45, 131)","(224, 198, 190)","(7, 39, 224)"
314,24998996,"(149, 209, 53)","(42, 190, 209)","(201, 222, 216)","(81, 24, 222)","(58, 86, 107)","(103, 117, 107)"
315,3300083,"(120, 135, 89)","(40, 87, 135)","(198, 187, 151)","(23, 61, 198)","(62, 59, 42)","(26, 82, 62)"
316,18510235,"(243, 218, 193)","(15, 52, 243)","(178, 167, 155)","(16, 33, 178)","(97, 71, 78)","(172, 68, 97)"
317,817982,"(214, 214, 206)","(30, 10, 214)","(48, 66, 60)","(80, 70, 66)","(150, 149, 118)","(29, 54, 150)"
318,7929931,"(15, 21, 26)","(104, 108, 26)","(233, 234, 229)","(36, 5, 234)","(142, 103, 93)","(6, 88, 142)"
319,10645526,"(21, 38, 67)","(109, 175, 67)","(158, 101, 78)","(9, 129, 158)","(227, 180, 132)","(15, 107, 227)"
320,10065,"(106, 78, 72)","(5, 82, 106)","(190, 150, 114)","(14, 102, 190)","(182, 192, 209)","(109, 33, 209)"
321,149543,"(111, 79, 64)","(10, 108, 111)","(211, 219, 220)","(93, 10, 220)","(144, 167, 161)","(82, 35, 167)"
322,13152282,"(16, 9, 7)","(7, 143, 16)","(114, 106, 95)","(17, 42, 114)","(210, 204, 200)","(12, 12, 210)"
323,526077,"(186, 187, 169)","(32, 25, 187)","(166, 146, 110)","(19, 86, 166)","(100, 86, 76)","(13, 61, 100)"
324,25027836,"(251, 249, 249)","(0, 2, 251)","(120, 94, 71)","(14, 104, 120)","(188, 172, 174)","(176, 22, 188)"
325,308540,"(90, 40, 68)","(163, 142, 90)","(123, 100, 152)","(133, 87, 152)","(227, 210, 158)","(23, 78, 227)"
326,6817038,"(105, 202, 238)","(98, 143, 238)","(146, 127, 177)","(131, 72, 177)","(35, 87, 109)","(99, 173, 109)"
327,13228487,"(232, 220, 197)","(20, 38, 232)","(135, 84, 66)","(8, 130, 135)","(187, 161, 131)","(16, 76, 187)"
328,175348,"(250, 248, 246)","(15, 4, 250)","(203, 179, 163)","(12, 50, 203)","(128, 97, 68)","(15, 120, 128)"
329,23719217,"(32, 19, 10)","(12, 175, 32)","(131, 86, 36)","(16, 185, 131)","(194, 165, 101)","(21, 122, 194)"
330,24921999,"(187, 195, 202)","(104, 19, 202)","(66, 85, 96)","(101, 80, 96)","(204, 135, 75)","(14, 161, 204)"
331,18349512,"(250, 250, 246)","(30, 4, 250)","(213, 204, 190)","(18, 28, 213)","(149, 140, 126)","(18, 39, 149)"
332,1061388,"(227, 201, 197)","(4, 34, 227)","(72, 83, 84)","(93, 36, 84)","(209, 165, 87)","(19, 149, 209)"
333,125662,"(98, 64, 58)","(5, 104, 98)","(16, 100, 168)","(103, 231, 168)","(198, 170, 146)","(14, 67, 198)"
334,25324132,"(140, 197, 223)","(99, 95, 223)","(48, 65, 72)","(99, 85, 72)","(230, 240, 226)","(51, 15, 240)"
335,23611997,"(41, 29, 18)","(14, 143, 41)","(122, 83, 76)","(5, 96, 122)","(196, 154, 124)","(13, 94, 196)"
336,24515547,"(14, 16, 19)","(108, 67, 19)","(126, 156, 173)","(101, 69, 173)","(52, 70, 105)","(110, 129, 105)"
337,15814500,"(243, 222, 197)","(16, 48, 243)","(170, 165, 96)","(28, 111, 170)","(100, 84, 43)","(22, 145, 100)"
338,10149891,"(156, 158, 138)","(33, 32, 158)","(220, 229, 214)","(48, 17, 229)","(85, 48, 35)","(8, 150, 85)"
339,16101016,"(231, 213, 129)","(25, 113, 231)","(166, 130, 62)","(20, 160, 166)","(106, 61, 28)","(13, 188, 106)"
340,18166919,"(198, 106, 90)","(4, 139, 198)","(31, 87, 106)","(98, 180, 106)","(202, 209, 188)","(40, 26, 209)"
341,13170025,"(212, 225, 185)","(40, 45, 225)","(98, 88, 52)","(23, 120, 98)","(195, 170, 87)","(23, 141, 195)"
342,13356652,"(199, 213, 232)","(107, 36, 232)","(130, 88, 76)","(7, 106, 130)","(168, 150, 144)","(8, 36, 168)"
343,7775849,"(246, 71, 62)","(1, 191, 246)","(234, 191, 168)","(10, 72, 234)","(174, 112, 78)","(11, 141, 174)"
344,32940857,"(230, 235, 232)","(72, 5, 235)","(136, 159, 163)","(94, 42, 163)","(57, 67, 81)","(108, 76, 81)"
345,13429616,"(249, 250, 249)","(60, 1, 250)","(120, 82, 71)","(7, 104, 120)","(183, 182, 175)","(26, 11, 183)"
346,15797936,"(48, 40, 88)","(125, 139, 88)","(183, 202, 206)","(95, 28, 206)","(118, 105, 143)","(130, 68, 143)"
347,25685200,"(44, 78, 73)","(86, 111, 78)","(125, 140, 121)","(54, 35, 140)","(201, 211, 177)","(39, 41, 211)"
348,7963189,"(242, 241, 235)","(26, 7, 242)","(175, 180, 172)","(49, 11, 180)","(94, 103, 101)","(83, 22, 103)"
349,17210471,"(127, 81, 77)","(2, 100, 127)","(30, 29, 30)","(150, 9, 30)","(241, 231, 223)","(13, 19, 241)"
350,17210470,"(155, 158, 128)","(33, 48, 158)","(86, 36, 34)","(1, 154, 86)","(238, 233, 214)","(24, 26, 238)"
351,19351043,"(24, 50, 62)","(99, 156, 62)","(125, 105, 101)","(5, 49, 125)","(218, 210, 194)","(20, 28, 218)"
352,16126395,"(237, 234, 225)","(23, 13, 237)","(210, 181, 158)","(13, 63, 210)","(115, 126, 114)","(58, 24, 126)"
353,27824370,"(211, 217, 205)","(45, 14, 217)","(104, 109, 91)","(38, 42, 109)","(163, 158, 140)","(23, 36, 163)"
354,23310828,"(64, 41, 35)","(6, 116, 64)","(150, 125, 104)","(14, 78, 150)","(223, 220, 204)","(25, 22, 223)"
355,138397,"(48, 56, 50)","(68, 36, 56)","(159, 131, 61)","(21, 157, 159)","(190, 183, 164)","(22, 35, 190)"
356,138396,"(146, 162, 174)","(103, 41, 174)","(43, 67, 81)","(101, 120, 81)","(217, 232, 238)","(99, 23, 238)"
357,138398,"(83, 22, 23)","(0, 187, 83)","(138, 136, 137)","(165, 4, 138)","(211, 216, 217)","(95, 7, 217)"
358,263145,"(37, 25, 25)","(0, 83, 37)","(142, 84, 77)","(3, 117, 142)","(233, 220, 212)","(11, 23, 233)"
359,12199233,"(161, 82, 77)","(2, 133, 161)","(55, 26, 22)","(4, 153, 55)","(240, 217, 201)","(12, 41, 240)"
360,12153951,"(39, 97, 87)","(85, 152, 97)","(207, 223, 215)","(75, 18, 223)","(212, 50, 51)","(0, 195, 212)"
361,327676,"(227, 234, 237)","(99, 11, 237)","(153, 147, 145)","(8, 13, 153)","(87, 63, 68)","(174, 70, 87)"
362,546131,"(115, 108, 112)","(163, 16, 115)","(34, 25, 22)","(8, 90, 34)","(182, 179, 184)","(138, 7, 184)"
363,6493321,"(37, 34, 35)","(170, 21, 37)","(202, 193, 186)","(13, 20, 202)","(112, 109, 111)","(160, 7, 112)"
364,472331,"(252, 242, 28)","(29, 227, 252)","(180, 93, 50)","(10, 184, 180)","(18, 18, 13)","(30, 71, 18)"
365,27414475,"(135, 158, 116)","(46, 68, 158)","(44, 70, 53)","(70, 95, 70)","(236, 240, 230)","(42, 11, 240)"
366,27776950,"(247, 247, 246)","(30, 1, 247)","(187, 165, 136)","(17, 70, 187)","(132, 84, 70)","(7, 120, 132)"
367,28814844,"(145, 62, 79)","(174, 146, 145)","(7, 3, 4)","(173, 146, 7)","(235, 235, 235)","(0, 0, 235)"
368,28691896,"(8, 14, 17)","(100, 135, 17)","(62, 90, 97)","(96, 92, 97)","(215, 212, 197)","(25, 21, 215)"
369,16002011,"(240, 207, 100)","(23, 149, 240)","(140, 99, 76)","(11, 117, 140)","(60, 62, 67)","(111, 27, 67)"
370,13154150,"(65, 30, 24)","(4, 161, 65)","(222, 215, 207)","(16, 17, 222)","(145, 121, 103)","(13, 74, 145)"
371,10710392,"(209, 218, 207)","(55, 13, 218)","(50, 43, 65)","(130, 86, 65)","(147, 123, 121)","(2, 45, 147)"
372,21326,"(41, 18, 14)","(4, 168, 41)","(225, 219, 193)","(24, 36, 225)","(176, 95, 79)","(5, 141, 176)"
373,6881206,"(111, 104, 95)","(17, 37, 111)","(47, 41, 38)","(10, 49, 47)","(204, 189, 161)","(20, 54, 204)"
374,168406,"(132, 83, 61)","(9, 137, 132)","(37, 23, 22)","(2, 103, 37)","(179, 162, 157)","(7, 31, 179)"
375,43612,"(113, 104, 131)","(130, 53, 131)","(52, 39, 69)","(133, 111, 69)","(203, 146, 127)","(8, 95, 203)"
376,7389,"(137, 126, 127)","(177, 20, 137)","(87, 72, 72)","(0, 44, 87)","(222, 189, 156)","(15, 76, 222)"
377,5970382,"(208, 203, 173)","(26, 43, 208)","(162, 153, 131)","(21, 49, 162)","(78, 78, 69)","(30, 29, 78)"
378,29396738,"(45, 43, 20)","(28, 142, 45)","(101, 95, 64)","(25, 93, 101)","(216, 215, 200)","(28, 19, 216)"
379,28862528,"(31, 189, 223)","(95, 220, 223)","(30, 37, 39)","(97, 59, 39)","(143, 174, 179)","(94, 51, 179)"
380,23012877,"(104, 38, 47)","(176, 162, 104)","(229, 213, 197)","(15, 36, 229)","(165, 108, 116)","(176, 88, 165)"
381,25243735,"(42, 47, 52)","(105, 49, 52)","(79, 93, 103)","(103, 59, 103)","(137, 152, 163)","(103, 41, 163)"
382,20299683,"(153, 125, 107)","(12, 77, 153)","(206, 200, 191)","(18, 19, 206)","(81, 71, 43)","(22, 120, 81)"
383,25451555,"(14, 109, 155)","(100, 232, 155)","(57, 56, 51)","(25, 27, 57)","(185, 187, 166)","(33, 29, 187)"
384,23093367,"(7, 5, 6)","(165, 73, 7)","(219, 200, 183)","(14, 42, 219)","(100, 86, 89)","(174, 36, 100)"
385,22078240,"(123, 93, 62)","(15, 126, 123)","(66, 176, 208)","(97, 174, 208)","(205, 187, 168)","(15, 46, 205)"
386,5805,"(186, 204, 190)","(67, 23, 204)","(32, 37, 25)","(43, 83, 37)","(107, 83, 70)","(11, 88, 107)"
387,18659623,"(36, 31, 32)","(174, 35, 36)","(223, 55, 59)","(179, 192, 223)","(235, 226, 227)","(177, 10, 235)"
388,25546167,"(22, 19, 18)","(8, 46, 22)","(240, 239, 239)","(0, 1, 240)","(126, 112, 114)","(176, 28, 126)"
389,25853351,"(158, 171, 189)","(107, 42, 189)","(156, 66, 108)","(166, 147, 156)","(227, 217, 237)","(135, 22, 237)"
390,23131088,"(25, 51, 64)","(100, 155, 64)","(128, 108, 103)","(6, 50, 128)","(224, 213, 194)","(19, 34, 224)"
391,17465574,"(243, 241, 230)","(25, 14, 243)","(149, 149, 137)","(30, 21, 149)","(85, 60, 70)","(168, 75, 85)"
392,23200006,"(13, 35, 31)","(85, 160, 35)","(44, 113, 101)","(85, 156, 113)","(113, 187, 173)","(84, 101, 187)"
393,24666002,"(195, 209, 216)","(100, 25, 216)","(250, 111, 250)","(150, 142, 250)","(160, 50, 157)","(151, 175, 160)"
394,20898019,"(39, 24, 24)","(0, 98, 39)","(175, 105, 87)","(6, 128, 175)","(248, 240, 227)","(19, 22, 248)"
395,23093359,"(253, 252, 250)","(20, 3, 253)","(234, 219, 189)","(20, 49, 234)","(202, 170, 114)","(19, 111, 202)"
396,20575446,"(226, 229, 227)","(70, 3, 229)","(113, 74, 99)","(161, 88, 113)","(176, 135, 155)","(165, 59, 176)"
397,29772863,"(24, 34, 55)","(110, 144, 55)","(36, 81, 116)","(103, 176, 116)","(165, 189, 208)","(103, 53, 208)"
398,8596384,"(194, 174, 113)","(23, 106, 194)","(144, 128, 91)","(21, 94, 144)","(77, 71, 52)","(23, 83, 77)"
399,133765,"(91, 108, 165)","(113, 114, 165)","(179, 196, 225)","(109, 52, 225)","(49, 47, 80)","(122, 105, 80)"
400,6465707,"(16, 13, 14)","(170, 48, 16)","(246, 244, 238)","(23, 8, 246)","(138, 119, 114)","(6, 44, 138)"
401,6277410,"(44, 63, 85)","(106, 123, 85)","(99, 136, 168)","(104, 105, 168)","(192, 212, 229)","(104, 41, 229)"
402,25163963,"(253, 252, 252)","(0, 1, 253)","(132, 9, 9)","(0, 238, 132)","(195, 136, 136)","(0, 77, 195)"
403,38990,"(11, 134, 117)","(86, 234, 134)","(103, 148, 137)","(83, 78, 148)","(230, 233, 232)","(80, 3, 233)"
404,15704307,"(45, 41, 33)","(20, 68, 45)","(247, 249, 247)","(60, 2, 249)","(165, 141, 112)","(16, 82, 165)"
405,20701984,"(121, 207, 236)","(98, 124, 236)","(201, 231, 240)","(97, 41, 240)","(124, 134, 143)","(104, 34, 143)"
